LED_V,V_set,V_actual,I_avg_A,I_std_A,N,Readings_A
10.0,-0.880000,-0.880000,-4.767649333333e-10,2.470803313814e-12,3,-4.770879000000e-10;-4.796166000000e-10;-4.735903000000e-10
10.0,-0.870000,-0.870000,-4.790825333333e-10,7.529282675144e-12,3,-4.796585000000e-10;-4.695866000000e-10;-4.880025000000e-10
10.0,-0.860000,-0.860000,-4.665103333333e-10,1.388994891695e-11,3,-4.602312000000e-10;-4.857690000000e-10;-4.535308000000e-10
10.0,-0.850000,-0.850000,-4.600626666667e-10,7.052640880471e-12,3,-4.625490000000e-10;-4.504545000000e-10;-4.671845000000e-10
10.0,-0.840000,-0.840000,-4.637149000000e-10,6.400102766362e-12,3,-4.684910000000e-10;-4.679852000000e-10;-4.546685000000e-10
10.0,-0.830000,-0.830000,-4.495272000000e-10,1.626413792756e-11,3,-4.684065000000e-10;-4.287094000000e-10;-4.514657000000e-10
10.0,-0.820000,-0.820000,-4.453973666667e-10,2.084025469219e-11,3,-4.378539000000e-10;-4.738429000000e-10;-4.244953000000e-10
10.0,-0.810000,-0.810000,-4.407056333333e-10,6.522131655797e-12,3,-4.400032000000e-10;-4.330921000000e-10;-4.490216000000e-10
10.0,-0.800000,-0.800000,-4.270377000000e-10,1.299425807886e-11,3,-4.147604000000e-10;-4.450181000000e-10;-4.213346000000e-10
10.0,-0.790000,-0.790000,-4.269533333333e-10,3.103133820654e-12,3,-4.306056000000e-10;-4.230201000000e-10;-4.272343000000e-10
10.0,-0.780000,-0.780000,-4.151256666667e-10,1.268960205558e-11,3,-4.045200000000e-10;-4.329656000000e-10;-4.078914000000e-10
10.0,-0.770000,-0.770000,-4.246777333333e-10,8.186433022317e-12,3,-4.350305000000e-10;-4.150134000000e-10;-4.239893000000e-10
10.0,-0.760000,-0.760000,-3.976229333333e-10,1.322068341863e-11,3,-3.905291000000e-10;-4.161511000000e-10;-3.861886000000e-10
10.0,-0.750000,-0.750000,-3.988449333333e-10,6.144211487426e-12,3,-3.990837000000e-10;-3.912033000000e-10;-4.062478000000e-10
